nct,title,status,why_stopped,phase,enrollment,enrollment_type,allocation,masking,purpose,start,primary_completion,completion,first_posted,last_update,sponsor,collaborators,conditions,interventions,primary_outcome,countries,has_korea
NCT03559413,Patient-individualized Peptide Vaccination Based on Tumor-specific Mutations in Children and Young Adults With Primary/Relapsed ALL,COMPLETED,,"PHASE1,PHASE2",30,ESTIMATED,NA,NONE,TREATMENT,2016-06,2022-03,2023-12,2018-06-18,2023-12-04,University Children's Hospital Tuebingen,German Cancer Research Center; Universität Tübingen; University Hospital Tuebingen,"Primary/Relapsed Acute Lymphoblastic Leukemia (ALL) of Childhood, Adolescents and Young Adults",Individual peptide vaccination with adjuvant GM-CSF and Imiquimod,"Primary endpoint is ""success of treatment"" defined as a patient showing a vaccination-induced T-cell response without unacceptable toxicity and acute GvHD of Grade III or higher or extensive chronic GvHD until day 120 (after 10 vaccinations).",Germany,
NCT03568058,Personalized Immunotherapy in Adults With Advanced Cancers Immunotherapy in Adults With Advanced Cancers,COMPLETED,,PHASE1,25,ACTUAL,RANDOMIZED,NONE,TREATMENT,2018-07-26,2022-12-12,2025-01-27,2018-06-26,2026-03-24,Aaron Miller,,Advanced Cancer,Personalized Vaccine; Pembrolizumab,Treatment-related Adverse Events,United States,
NCT03603002,Pathologic and Immunologic Response After Ablative Radiation in Lung Cancer,COMPLETED,,NA,6,ACTUAL,NA,NONE,DIAGNOSTIC,2018-10-16,2021-09-01,2025-06-27,2018-07-27,2026-07-02,Sidney Kimmel Comprehensive Cancer Center at Johns Hopkins,,Non-small Cell Lung Cancer Stage I,Post-SABR Biopsy,Examine the T-cell Receptor Profile Changes Induced in the Tumor After SABR,United States,
NCT03631043,Personalized Vaccine in Treating Patients With Smoldering Multiple Myeloma,COMPLETED,,EARLY_PHASE1,30,ACTUAL,NON_RANDOMIZED,NONE,TREATMENT,2018-12-21,2025-12-10,2025-12-10,2018-08-15,2025-12-19,M.D. Anderson Cancer Center,,Smoldering Plasma Cell Myeloma,Biopsy Specimen Radiography; Lenalidomide; Vaccine Therapy,Feasibility assessed by the proportion of participants for whom the vaccine is successfully developed and ready to administer; Incidence of adverse events,United States,
NCT03633110,"Safety, Tolerability, Immunogenicity, and Antitumor Activity of GEN-009 Adjuvanted Vaccine",COMPLETED,,"PHASE1,PHASE2",24,ACTUAL,NON_RANDOMIZED,NONE,TREATMENT,2018-08-29,2021-12-08,2022-02-28,2018-08-16,2022-04-19,"Genocea Biosciences, Inc.",,Cutaneous Melanoma; Non-small Cell Lung Cancer; Squamous Cell Carcinoma of the Head and Neck; Urothelial Carcinoma; Renal Cell Carcinoma,GEN-009 Adjuvanted Vaccine; Nivolumab; Pembrolizumab,Incidence of Treatment-Emergent Adverse Events; T-cell responses to GEN-009 adjuvanted vaccine,United States,
NCT03639714,A Study of a Personalized Neoantigen Cancer Vaccine,COMPLETED,,"PHASE1,PHASE2",29,ACTUAL,NON_RANDOMIZED,NONE,TREATMENT,2019-02-13,2022-11-10,2022-11-10,2018-08-21,2023-09-13,"Gritstone bio, Inc.",Bristol-Myers Squibb,Non Small Cell Lung Cancer; Colorectal Cancer; Gastroesophageal Adenocarcinoma; Urothelial Carcinoma,GRT-C901; GRT-R902; nivolumab; ipilimumab,"Incidence of adverse events (AEs), serious adverse events (SAEs), and dose-limiting toxicities (DLTs); Objective Response Rate (ORR) in Phase 2 using RECIST v1.1; Identify the recommended Phase 2 dose (RP2D) of GRT-C901 and GRT-R902",Australia; United States,
NCT03645148,Clinical Study of a Personalized Neoantigen Cancer Vaccine in Treating Patients With Advanced Pancreatic Cancer,COMPLETED,,PHASE1,7,ACTUAL,NA,NONE,TREATMENT,2017-10-24,2020-11-01,2021-04-01,2018-08-24,2021-11-16,Zhejiang Provincial People's Hospital,"Hangzhou Neoantigen Therapeutics Co., Ltd.",Pancreatic Cancer; Pancreatic Carcinoma,iNeo-Vac-P01; GM-CSF,Objective Response Rate; Number of participants experiencing clinical and laboratory adverse events (AEs),China,
NCT03673020,Phase 1a Study to Evaluate Immunogenicity of ASV®,COMPLETED,,PHASE1,3,ACTUAL,NA,NONE,TREATMENT,2019-05-16,2021-02-03,2021-02-03,2018-09-17,2021-12-02,Agenus Inc.,,"Solid Tumor, Adult",ASV® AGEN2017 + QS-21 Stimulon® adjuvant,Incidence of Treatment-Emergence Adverse Events (Safety and Tolerability),United States,
NCT03794128,A Study of Personalized Neoantigen Cancer Vaccines,COMPLETED,,,93,ACTUAL,,,,2018-07-25,2020-01-17,2020-05-26,2019-01-04,2020-09-11,"Gritstone bio, Inc.",,Non Small Cell Lung Cancer; Colorectal Cancer; Gastroesophageal Adenocarcinoma; Urothelial Carcinoma; Pancreatic Ductal Adenocarcinoma,Blood collection for research (next-generation sequencing [NGS]); Blood collection for research (HLA typing),Group 1 only: Presence of neoantigens sufficient to warrant patient-specific vaccine manufacture; Group 1 only: Percentage of patients for whom patient-specific vaccine is successfully manufactured (defined as meeting release criteria); Group 2 only: Percentage of patients with at least one of the twenty specified shared mutations contained in the expression cassette and a matching HLA allele for ,United States,
NCT03815058,A Study to Evaluate the Efficacy and Safety of Autogene Cevumeran (RO7198457) in Combination With Pembrolizumab Versus Pembrolizumab Alone in Participants With Previously Untreated Advanced Melanoma.,COMPLETED,,PHASE2,131,ACTUAL,RANDOMIZED,NONE,TREATMENT,2018-12-21,2025-01-21,2025-01-21,2019-01-24,2026-01-30,"Genentech, Inc.",BioNTech SE,Advanced Melanoma,Autogene cevumeran; Pembrolizumab,"Progression-free Survival (PFS) According to Response Evaluation Criteria in Solid Tumors, Version 1.1 (RECIST v.1.1) After Randomization",Australia; Belgium; Germany; Spain; United Kingdom; United States,
NCT03839524,A Trial Evaluating TG4050 in Ovarian Carcinoma.,COMPLETED,,PHASE1,64,ACTUAL,NA,NONE,TREATMENT,2019-12-09,2024-10-08,2024-10-08,2019-02-15,2025-11-14,Transgene,,Ovarian Carcinoma; Fallopian Tube Cancer; Peritoneal Carcinoma,TG4050,Safety and Tolerability (Adverse Event Reported Per CTCAE v5),France; United States,
NCT03854799,Immunotherapy In Locally Advanced Rectal Cancer,COMPLETED,,PHASE2,101,ACTUAL,NA,NONE,TREATMENT,2019-04-01,2021-02-15,2023-09-30,2019-02-26,2023-10-19,Gruppo Oncologico del Nord-Ovest,,Colon Rectal Cancer,Avelumab; Capecitabine; EXTERNAL---BEAM IRRADIATION 50.4 GY,The primary objective of this trial is to evaluate the rate of complete pathologic response (pCR),Italy,
NCT03879512,"Autologous Dendritic Cells, Metronomic Cyclophosphamide and Checkpoint Blockade in Children With Relapsed HGG",COMPLETED,,"PHASE1,PHASE2",24,ACTUAL,NA,NONE,TREATMENT,2018-02-07,2024-07-31,2024-07-31,2019-03-18,2024-09-19,Wuerzburg University Hospital,,Childhood Glioblastoma,depletion of regulatory T cells; reoperation; cancer vaccine; checkpoint blockade,6 month overall survival,Germany,
NCT03893903,AMPLIFYing NEOepitope-specific VACcine Responses in Progressive Diffuse Glioma,COMPLETED,,PHASE1,69,ACTUAL,RANDOMIZED,NONE,TREATMENT,2018-10-19,2024-09-20,2024-09-20,2019-03-28,2025-03-14,German Cancer Research Center,,Malignant Glioma,IDH1R132H peptide vaccine; Avelumab,safety and tolerability: Regime Limiting Toxicity,Germany,
NCT03925246,Efficacy of Nivolumab for Recurrent IDH Mutated High-Grade Gliomas,COMPLETED,,PHASE2,43,ACTUAL,NA,NONE,TREATMENT,2019-07-30,2020-12-02,2021-08-18,2019-04-24,2024-04-02,Assistance Publique - Hôpitaux de Paris,Bristol-Myers Squibb,High Grade Glioma; Brain Cancer,Nivolumab,"24 weeks progression-free survival (PFS24w) rate, documented by RANO criteria",France,
NCT03953235,A Study of a Personalized Cancer Vaccine Targeting Shared Neoantigens,COMPLETED,,"PHASE1,PHASE2",39,ACTUAL,NON_RANDOMIZED,NONE,TREATMENT,2019-07-18,2023-03-10,2023-03-10,2019-05-16,2023-09-13,"Gritstone bio, Inc.",Bristol-Myers Squibb,Non-Small Cell Lung Cancer; Colorectal Cancer; Pancreatic Cancer; Solid Tumor; Shared Neoantigen-Positive Solid Tumors,GRT-C903; GRT-R904; nivolumab; ipilimumab,"Incidence of adverse events (AEs), serious adverse events (SAEs), and dose limiting toxicities (DLTs); Objective Response Rate (ORR) in Phase 2 using RECIST v1.1; Identify the recommended Phase 2 dose (RP2D) of GRT-C903 and GRT-R904",United States,
NCT04019964,Nivolumab in Biochemically Recurrent dMMR Prostate Cancer,COMPLETED,,PHASE2,8,ACTUAL,NA,NONE,TREATMENT,2020-01-13,2025-04-23,2025-07-03,2019-07-15,2026-05-15,Sidney Kimmel Comprehensive Cancer Center at Johns Hopkins,Bristol-Myers Squibb,Prostate Cancer; Recurrent Prostate Cancer,Nivolumab,Percentage of Participants With PSA50 Response,United States,
NCT04078269,MIDRIXNEO-LUNG Dendritic Cell Vaccine in Patients With Non-small Cell Lung Cancer,COMPLETED,,PHASE1,6,ACTUAL,NA,NONE,TREATMENT,2019-08-26,2024-02-01,2025-03-03,2019-09-06,2025-04-29,"University Hospital, Ghent",University Ghent; Kom Op Tegen Kanker,Non-small Cell Lung Cancer,Dendritic cell immunotherapy; Antigen-specific DTH; Control DTH,Safety and tolerability of preparing and administrating the autologous dendritic cell-based vaccine in surgically-treated non-small cell lung cancer patients,Belgium,
NCT04105582,Breast Cancer Neoantigen Vaccination With Autologous Dendritic Cells,COMPLETED,,PHASE1,5,ACTUAL,NA,NONE,BASIC_SCIENCE,2019-08-01,2020-12-01,2022-02-01,2019-09-26,2022-06-21,Universidad Nacional de Colombia,Fundación Salud de los Andes,Breast Cancer; Triple Negative Breast Cancer,Neo-antigen pulsed Dendritic cell,Adverse effects and Safety,Colombia,
NCT04364230,Melanoma Vaccine Against Neoantigen and Shared Antigens by CD40 Activation and TLR Agonists In Patients With Melanoma (Including Ocular Melanoma),COMPLETED,,"PHASE1,PHASE2",22,ACTUAL,NA,NONE,TREATMENT,2020-09-28,2024-03-14,2024-03-14,2020-04-28,2024-07-16,"Craig L Slingluff, Jr",Celldex Therapeutics,Melanoma; Ocular Melanoma; Uveal Melanoma,6MHP; NeoAg-mBRAF; PolyICLC; CDX-1140,Safety of CDX-1140 + melanoma peptide vaccine (6MHP and NeoAg-mBRAF) + PolyICLC; Immunogenicity: Estimate immune response rate to a melanoma vaccine combined with CDX-1140,United States,
NCT04379960,Identification of Immunogenic Neo-epitopes for the Development of Personalised Pancreatic Cancer Vaccines,COMPLETED,,,192,ACTUAL,,,,2016-09,2021-10,2021-10,2020-05-08,2022-09-22,Queen Mary University of London,,The Initial Aim of This Project is to Perform in Vitro Validation of Neoepitope Candidates Selected From Available Mutanome Data,Peptides,Develop Vaccinia virus and Adenovirus vaccine libraries expressing the identified immunogenic neo-epitopes.,United Kingdom,
NCT04401670,Cervical Cancer Screening in Cameroon,COMPLETED,,NA,873,ACTUAL,NA,NONE,SCREENING,2017-04-25,2019-08-01,2020-05-01,2020-05-26,2020-05-26,Albert Einstein College of Medicine,National Cancer Institute (NCI),Cervical Cancer; HIV/AIDS,HPV screening and triage tests; HPV self-sampling,Triage Testing of HIV[+] and HIV[-] Women for Detection of CIN2+ and CIN3+; Triage Testing of HPV-Positive Women for the Detection of CIN2+ and CIN3+; Age-Specific Prevalence of Screen Positives in Limbé,Cameroon,
NCT04426669,A Study of Metastatic Gastrointestinal Cancers Treated With Tumor Infiltrating Lymphocytes in Which the Gene Encoding the Intracellular Immune Checkpoint CISH Is Inhibited Using CRISPR Genetic Engineering,COMPLETED,,"PHASE1,PHASE2",23,ACTUAL,NON_RANDOMIZED,NONE,TREATMENT,2020-05-15,2025-05-28,2026-01-22,2020-06-11,2026-02-23,"Intima Bioscience, Inc.","Masonic Cancer Center, University of Minnesota","Gastrointestinal Epithelial Cancer; Gastrointestinal Neoplasms; Cancer of Gastrointestinal Tract; Cancer, Gastrointestinal; Gastrointestinal Cancer; Colo-rectal Cancer; Pancreatic Cancer; Gall Bladder Cancer; Colon Cancer; Esophageal Cancer; Stomach Cancer",Cyclophosphamide; Fludarabine; Tumor-Infiltrating Lymphocytes (TIL); Aldesleukin,Maximum tolerated dose (MTD); Preliminary efficacy of tumor reactive autologous lymphocytes with knockout of CISH gene in patients with refractory metastatic gastrointestinal epithelial cancers: changes in diameter; Safety of tumor reactive autologous lymphocytes with knockout of the CISH gene - Incidence of Adverse Events,United States,
NCT04509167,Pilot Study of Neoantigen Peptides for the Treatment of Neoplasms,COMPLETED,,EARLY_PHASE1,30,ACTUAL,NA,NONE,TREATMENT,2020-08-10,2022-06-24,2022-06-24,2020-08-11,2024-03-06,Instituto de Medicina Regenerativa,,Neoplasms,Neoantigen Peptides,"Change from Baseline in WBC count at 2, 6, 12 months; Change from Baseline in RBC count at 2, 6, 12 months",Mexico,
NCT04526899,A Study to Investigate the Novel Agent BNT111 and Cemiplimab in Combination or as Single Agents in Patients With Advanced Melanoma That Has Not Responded to Other Forms of Treatment,COMPLETED,,PHASE2,184,ACTUAL,RANDOMIZED,NONE,TREATMENT,2021-05-19,2024-01-25,2025-11-24,2020-08-26,2026-01-08,BioNTech SE,Regeneron Pharmaceuticals,Melanoma Stage III; Melanoma Stage IV; Unresectable Melanoma,BNT111; Cemiplimab,Arm 1: Objective Response Rate (ORR),Australia; Germany; Italy; Poland; Spain; United Kingdom; United States,
NCT04543877,WHNRC (Western Human Nutrition Research Center) Fiber Intervention Study,COMPLETED,,EARLY_PHASE1,60,ACTUAL,RANDOMIZED,DOUBLE,BASIC_SCIENCE,2022-09-27,2025-06-11,2025-06-11,2020-09-10,2025-12-17,"USDA, Western Human Nutrition Research Center",University of Minnesota,Inflammation; Vaccine; Intestinal Permeability; Typhoid Fever,Inulin; Maltodextrin; Ty21a Typhoid Fever Vaccine,Change in vaccine-specific antibody-secreting cell response to oral Ty21a typhoid vaccination using the standard 4-dose regimen,United States,
NCT04552886,Dendritic Cell Vaccination With Standard Postoperative Chemoradiation for the Treatment of Adult Glioblastoma,COMPLETED,,PHASE1,17,ACTUAL,NON_RANDOMIZED,NONE,TREATMENT,2021-10-11,2023-12-01,2023-12-01,2020-09-17,2024-01-11,The Cooper Health System,Baylor College of Medicine; Philadelphia College of Osteopathic Medicine,Glioblastoma,TH-1 Dendritic Cell Immunotherapy,Safety and potential toxicity of Th-1 dendritic cell immunotherapy,United States,
NCT04688385,Personalized Multi-peptide Vaccination in CLL Patients,COMPLETED,,PHASE1,20,ACTUAL,NA,NONE,TREATMENT,2020-12-23,2024-10-17,2024-10-17,2020-12-30,2024-12-09,University Hospital Tuebingen,,Chronic Lymphocytic Leukemia,Multipeptide Vaccine+ XS15,Induction of a T-cell response after vaccination; Induction of a T-cell response after vaccination on Visit 3; Induction of a T-cell response after vaccination on Visit 4; Induction of a T-cell response after vaccination on Visit 5,Germany,
NCT04749641,Neoantigen Vaccine Therapy Against H3.3-K27M Diffuse Intrinsic Pontine Glioma,COMPLETED,,PHASE1,16,ACTUAL,NON_RANDOMIZED,NONE,TREATMENT,2021-03-08,2024-10-14,2024-10-14,2021-02-11,2025-06-06,Yang Zhang,TCRCure Biopharma Ltd.,Diffuse Intrinsic Pontine Glioma,Histone H3.3-K27M Neoantigen Vaccine Therapy,Safety of histone H3.3-K27M neoantigen vaccine in treating newly diagnosed DIPGs; Rate of the patients who survive for more than one year after surgery/biopsy in all the DIPG patients who receive H3.3-K27M neoantigen vaccine,China,
NCT04761822,COVID19 SARS Vaccinations: Systemic Allergic Reactions to SARS-CoV-2 Vaccinations,COMPLETED,,PHASE2,746,ACTUAL,RANDOMIZED,TRIPLE,TREATMENT,2021-04-07,2022-04-20,2022-04-27,2021-02-21,2025-08-12,National Institute of Allergy and Infectious Diseases (NIAID),"Immune Tolerance Network (ITN); Rho Federal Systems Division, Inc.",SARS-CoV Infection; COVID-19; Allergic Reaction; Mast Cell Disorder,Moderna COVID-19 Vaccine; Pfizer-BioNTech COVID-19 Vaccine; Placebo,Proportion of Participants Who Experienced a Systemic Allergic Reaction (CoFAR Grade 2+ Regardless of Tryptase or CoFAR Grade 1 With Elevated Tryptase) Within 90 Minutes Post-vaccination to Either Dose of Pfizer-BioNTech COVID-19 Vaccine.; Proportion of Participants Who Experienced a Systemic Allergic Reaction (CoFAR Grade 2+ Regardless of Tryptase or CoFAR Grade 1 With Elevated Tryptase) Within 9,United States,
NCT04813627,"Epidemiological Study to Monitor Study Participants With Resected Stage II (High Risk) or Stage III Colorectal Cancer for Circulating Tumor DNA Before, During and After Their Treatment With Adjuvant Chemotherapy",COMPLETED,,,2079,ACTUAL,,,,2021-07-02,2025-04-23,2026-04-23,2021-03-24,2026-05-22,BioNTech SE,,Colorectal Cancer Stage II; Colorectal Cancer Stage III,Regular blood sample collection for ctDNA assessment,Occurrence of ctDNA positivity in the post-surgery/pre-AdCTx blood sample,Belgium; Germany; Spain; United States,
NCT04816643,"Study to Evaluate the Safety, Tolerability, and Immunogenicity of an RNA Vaccine Candidate Against COVID-19 in Healthy Children",COMPLETED,,PHASE3,11837,ACTUAL,NON_RANDOMIZED,NONE,PREVENTION,2021-03-24,2023-10-04,2023-12-08,2021-03-25,2026-05-28,BioNTech SE,Pfizer,"SARS-CoV-2 Infection, COVID-19",Biological/Vaccine: BNT162b2 10mcg; BNT162b2 20mcg; BNT162b2 30mcg; Placebo; Biological/Vaccine: BNT162b2 3mcg,Phase 1: Percentage of Participants With Local Reactions Within 7 Days After Dose 1: >=5 to <12 Years of Age; Phase 1: Percentage of Participants With Local Reactions Within 7 Days After Dose 2: >=5 to <12 Years of Age; Phase 1: Percentage of Participants With Local Reactions Within 7 Days After Dose 3: >=5 to <12 Years of Age; Phase 1: Percentage of Participants With Systemic Events Within 7 Days,Brazil; Finland; Mexico; Poland; Spain; United States,
NCT04847050,"A Trial of the Safety and Immunogenicity of the COVID-19 Vaccine (mRNA-1273) in Participants With Hematologic Malignancies and Various Regimens of Immunosuppression, and in Participants With Solid Tumors on PD1/PDL1 Inhibitor Therapy",COMPLETED,,PHASE2,19,ACTUAL,NON_RANDOMIZED,NONE,PREVENTION,2021-04-28,2023-05-25,2023-05-25,2021-04-15,2024-08-27,National Cancer Institute (NCI),,Solid Tumor Malignancy; Hematologic Malignancy; Leukemia; Lymphoma; Multiple Myeloma,Messenger ribonucleic acid (mRNA)-1273 Vaccine; Messenger ribonucleic acid (mRNA)-1273 Vaccine Booster; ECG; Antibiotics; Anti-viral agents; Anti-fungal agent; Anti-emetics,Number of Participants With Grades 1-5 Solicited (Expected) and/or Unsolicited (Unexpected) Adverse Events (AE's): Initial Phase; Number of Participants With Reactogenicity of Messenger Ribonucleic Acid (mRNA)-1273 Vaccine: Initial Phase; Number of Participants With Grades 1-5 Solicited (Expected) and/or Unsolicited (Unexpected) Adverse Events (AE's): Booster Phase; Number of Participants Who Had ,United States,
NCT04852796,Efficacy and Safety of the Anti- COVID-19 Vaccin in Clinical Hematology Patients,COMPLETED,,,1000,ACTUAL,,,,2021-04-01,2022-04-01,2023-04-01,2021-04-21,2023-08-30,Centre Hospitalier de Cornouaille,,Covid19; Hematologic Malignancy; Vaccine Response Impaired,Patients with hemopathy,humoral response after COVID19 vaccination,France,
NCT04853017,A Study of ELI-002 in Subjects With KRAS Mutated Pancreatic Ductal Adenocarcinoma (PDAC) and Other Solid Tumors,COMPLETED,,PHASE1,25,ACTUAL,NON_RANDOMIZED,NONE,TREATMENT,2021-10-04,2023-01-26,2024-09-24,2021-04-21,2025-09-05,Elicio Therapeutics,,Minimal Residual Disease; KRAS G12D; KRAS G12R; NRAS G12D; NRAS G12R; Pancreatic Ductal Adenocarcinoma; Colorectal Cancer; Non-small Cell Lung Cancer; Ovarian Cancer; Cholangiocarcinoma; Bile Duct Cancer; Gallbladder Carcinoma,ELI-002 2P,The Participant Incidence of Treatment-emergent Adverse Events Considered by the Investigator as Related to ELI-002,United States,
